Username,Text,Hashtags,Followers,Friends
SwayneCates,"Who killed Jeffrey Epstein?
@realDonaldTrump",,2979,4067
DennyAndJanie," Never forget who the Democrats truly are. They want to destroy, defund, and dismantle the core tenets Western Civilizati…",,16780,16692
LancelotLinkSC," Bernie’s concern trolling of Biden’s winning campaign is an unmistakable form of voter suppression. 

His naysaying serves onl…",,1081,4978
tbooker1,RT @RojoRurba002: Roger Stone is dangerous.  https://t.co/Jxlwc5hcgO,,35536,34790
mangwala7," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,180,212
JaySilvousplait,@SAS0620 @AustinSchlegNV Did I say that he does? I don't think that Biden is in control of anything these days.,,180,453
antybob," Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried Ame…",,101,278
IveHadEnufTrump," @chipfranklin @JoeBiden Right there with you!
#BidenHarrisLandslide2020 
#BidenHarrisLandslide2020 
#BidenHarrisLandslide202…","['BidenHarrisLandslide2020', 'BidenHarrisLandslide2020']",597,1208
dicey631,@lovessheldon31 @BrendaLeeNY @True_Barlowisms @realDonaldTrump @ScottAdamsSays Lmaoo okay keep living in that bubbl… https://t.co/BdbOyWSaJp,,2990,4068
RachelMann123,"RT @jemelehill: Trump: I didn’t tell Americans about how bad coronavirus was going to be because I didn’t want to create any panic.

Also T…",,839,100
Jeff30562487,"RT @marklevinshow: 2. It’s a total scam that endangers this country should Biden get elected.
https://t.co/HEBb9l6KOd",,51,308
bridgey_bs,"Riots will stop when we have a @JoeBiden, a calm, competent leader, in the White House.

#TrumpRiots… https://t.co/PKvhKxDlji",['TrumpRiots'],142,324
Imkillintime,"RT @marklevinshow: The liar in this race is Biden
https://t.co/FxpYp9D3Ai",,219,427
BrowningStephen,"Thank you, @MikeBloomberg.

Thank you from the American people.",,2082,1782
2twittle,RT @KarluskaP: Trump Suggests All Biden Did as Vice President Was Kiss Obama’s Ass  https://t.co/GACcfIHg4Z,,743,67
Artis_Elemental," Read this. It’s old, but it’s the story of how Caputo tried to help Trump buy the Bills by pulling every dirty trick you…",,7353,8073
artcinco," SO LET ME GET THIS STRAIGHT.  Sleepy Joe Biden is barely campaigning,  Democrats are openly supporting Antifa burning d…",,2388,3696
YouKnowYouKno13," Wow... @JoeBiden's America...
This is all happening in Blue states and cities...this is what Quid Pro Quo Joe will take…",,1247,1386
Juicerden, @ScottAdamsSays I was at a graduation in 2016 in Delaware. Biden happened to be there and walked past me (surrounded b…,,15490,17023
jantasket,I hope he comes through!,,70,368
pentalupi_dhpjr," Saw a lady with a Biden hat on today. First one I've ever seen. Didn't yell at her or punch her, didn't have my friends…",,1127,503
msbellaf,@fred_guttenberg @MikeBloomberg @JoeBiden Thank you @MikeBloomberg - I just said to someone yesterday that MB was a… https://t.co/Oq9w4FdHja,,1631,806
Cathy77535191," Where are the condemnations of BLM tactics from @JoeBiden and @KamalaHarris?! 

Blocking emergency rooms is barbaric!",,56,161
IrenaVigar," “Mike Bloomberg to spend at least $100 million in Florida to benefit Joe Biden.”

If Trump loses FL, has no path. Good. ht…",,615,229
StraightDownthe,Ask them to leave their bubble..........,,83,67
Jodygirlthatsme, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,5032,5490
illuminateheros," It's been 12 hours, and california senator, democrat &amp; joe biden's running mate kamala harris has not commented on our…",,3707,5001
Solmemes1,RT @realDonaldTrump: I did more in 47 months as President than Sleepy Joe Biden did in 47 years! #MAGA https://t.co/EzcAswmrYE,['MAGA'],128180,33828
SheRaIsAllISee1," Trump claims that Biden's election will ""permanently destroy the lives and dreams of tens of millions of Americans ... and lea…",,137,2019
Forestsamples69,RT @kkschristmas1: @KamalaHarris @JoeBiden or like this? https://t.co/MTOJRKIcSZ,,23,74
SHELLYathebeach, 1. Is Biden running against himself?  He vote for NAFTA.  Now he opposes it.  He voted for the Iraq war.  Now he opposes…,,623,1373
TimothyXeoc,RT @realDonaldTrump: I did more in 47 months as President than Sleepy Joe Biden did in 47 years! #MAGA https://t.co/EzcAswmrYE,['MAGA'],740,824
cartoons_mad,"@MadHabber @glennkirschner2 @90LesSW @o0WarChild0o Eeeeeewwww!
They will take normal signs too and twist them!!!!!… https://t.co/jcREDzCGOT",,9804,10681
EastSideTea,@TheDemocrats @JoeBiden @USMarshalsHQ is doing a great job fighting child abduction &amp; trafficking. It is disappoint… https://t.co/zJFv5uc5xW,,3118,4947
SuperWoman26245,@realDonaldTrump Don't worry @MikeBloomberg - He projects &amp; from what @StormyDaniels said.. #DonaldTrump is the TRU… https://t.co/8RvNGoVIZw,['DonaldTrump'],171,170
Jomalley61," It's been 12 hours, and california senator, democrat &amp; joe biden's running mate kamala harris has not commented on our…",,2116,2855
MooseMilk1985,@kathrynw5 Ummm... have you not been watching the decay of Biden this year?  Or are you just willfully ignoring it?,,641,1140
BePeace7,@jessphoenix2018 @RepsForBiden I wish all the leaders of other countries would come together and place ads telling… https://t.co/6r2sCpkYcn,,17,245
shadesome,no car. Keep pissing us off keep us mad thru nov 3 vote red across the board,,16318,15724
Lizpark66527210,"@Gungurl1 @TheDemocrats @JoeBiden You like DICTATORS IN CHIEF OR DICTATOR IN WAITING!

NO THANKS!",,6,60
REmmertson,@RealLonestarTX @cindievaccaro You must have melted another snowflake. The Cali mudslides are going to sweep kumaly… https://t.co/zaBKNNVMfg,,117,274
Emma_E_Riley," Pennsylvania is definitely Biden country. My fam back home in Easton, PA is on @TeamJoe and pumped for #BidenHarris202…",,4909,2053
jcdav," 1. While covering up Biden’s severe incapacity, for which there are no books or front page news articles, the media cont…",,3068,4929
LordDerek_,@whatsgngonhere @kimtfiu @WaPoSean I mean I want trump out too but I don’t see from any evidence where Biden can be… https://t.co/Zdx2sGly3Y,,1941,609
chuck_rushton," HUGE NEWS - Mike Bloomberg pledges to spend at least $100 million in Florida to help @JoeBiden carry the state. Indeed,…",,1642,2136
kingsfoil2550," @LarrySchweikart @PhilipRucker Did you say something about someone who had never been punished?

Not everyone is that stupi…",,3844,4621
AskewIv, 47 years!!! 47 years!!!! @JoeBiden,,451,1452
RyanSupple," For those keeping track at home, that's less than 10% of what Bloomberg spent on his own campaign that earned him 59 de…",,273,1769
GhostWick14," After Shutting Down His Campaign For the Day, Joe #Biden Lashes Out at President #Trump For Holding #Rallies in #Nevada T…","['Biden', 'Trump', 'Rallies', 'Nevada']",18132,17092
ivyjofreeman, I think Trump is saying he hasn't done anything for Nevada for four years.   I wonder if they know they paid his Chinese t…,,43166,43488
AntiIntellect13, Please RT if you are 100% sure you are voting Biden/Harris.,,48,224
MiamiMark001,"RT @HKrassenstein: BREAKING:  Michael Bloomberg is set to spend $100 million in Florida to help Biden defeat Trump.  That's huge!

We all o…",,1322,4996
DonnaL47220960," Biden alone would be a piece of cake!

Trump is running against the fake news media, the Clinton's, the Obama's, RINO's, Calif…",,2087,3603
GloryBe56,"RT @marklevinshow: The shocking Biden corruption that won’t be discussed on the so-called Sunday “news” shows today
https://t.co/6hu2Sst29B",,8086,6864
SallyRo30832988," I live in the suburbs and i’ll be safer Under Biden’s presidency. Pass it on.
#BidenCalm",['BidenCalm'],3,9
hdsrob,"RT @m_awk1: Should Biden be elected, the following will happen:

- Climate change. Instant earth cooling effect
- No more protests, looting…",,7598,7166
snowstormyou, In FL mailed ballots are counted BEFORE day-of ballots at the polls. So there will be a result. Trump can’t cry foul; afte…,,13157,13608
mymacaroon,"￼I am seriously concerned for the USA.

￼Roger Stone, who was given a presidential pardon by Trump, says Trump shou… https://t.co/N2Az6t3J8E",,181,207
Sharks2K20,"RT @JuanPenalosa: BREAKING: @MikeBloomberg plans to spend $100 million in Florida to help elect @JoeBiden, a massive late-stage infusion of…",,19688,20837
HighestGoodLife,@Jillbiden46 @JoeBiden Notice the time of this screenshot during the DNC while @JoeBiden was speaking 11:11 💫Joe Bi… https://t.co/WSyl5JtVPS,,7577,7718
lehimesa," Hey, you! If you aren't following @JoeBiden, please do. If for no other reason, it will really piss trump off. You know you…",,11594,12801
bobpi31415,"RT @jemelehill: Trump: I didn’t tell Americans about how bad coronavirus was going to be because I didn’t want to create any panic.

Also T…",,4044,2961
jamessm48113286,RT @TheBrokeBanker3: Asking the ‘tough’ questions. 🤣 #SleepyJoe #JoeBiden #HidinBiden #Biden https://t.co/dMbjQplsbF,"['SleepyJoe', 'JoeBiden', 'HidinBiden', 'Biden']",457,608
naderalihashemi,"Excellent point on the link between MBS, Trump &amp; the Israel-Bahrain deal.

Given that Bahrain is a vassal state of… https://t.co/sdNsPD65wH",,7338,1030
thomBren15,RT @dorkandproud: Donald Trump is the best president because he puts America first. #LatinosForTrump https://t.co/lnGjIrdwVm,['LatinosForTrump'],2964,4979
msuzanne2234," @ScottAdamsSays It's gotten to the point where I can't even bring myself to make Biden jokes anymore.

It's beyond sad.  It'…",,17822,19467
AllBRKNews,"Fox News Poll: Biden-Trump in a 5-point race post-conventions, voters trust ex-VP on 3 major issues -- Fox News",,550,0
Kyiakhalid, Jake Tapper has receipts of Trump misleading the American people about the deadliness of coronavirus relative to the flu -- an…,,368,1100
Gabibuerck," “You’re probably going to screw me,” the president told the writer. “You know, because that’s the way it goes.”
Even so,…",,102,211
outspokenolivia,"RT @BreitbartNews: “The Iranian regime would prefer to deal with a Biden administration."" https://t.co/myz7GY46IK",,67,402
randomtrump1,Random Trump https://t.co/ywL9U7xwD1 - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/xvvOQhdlAc,"['randomtrump', 'trump', 'donaldtrump', 'giphy', 'gif', 'gifs']",35,73
Faith18Shields," ""a view of the Biden tax plan isn’t complete w/out looking at the other side of the ledger. It would finance programs design…",,685,690
yoshiandpeanut,"RT @Miriam2626: Peter Navarro: “Trump was called a xenophobe by Biden!”
Tapper: “No he wasn’t!”
Navarro: “We’ll fact check this later!”
Tap…",,10495,10872
val26534947, Massive turnout of Trump supporters lining both sides of the street all the way up to Trump’s event today right outside Biden‘…,,2731,4467
IAmTopherTwo," I’m no expert, but I’m quite sure that Hillary Clinton deleting 33,000 emails is a much, much less serious crime than Dona…",,101,368
jarrykahn," BOOM!! Mike Bloomberg plans to spend at least $100 million in Florida to help elect Joe Biden, a massive late-stage in…",,348,707
ParkerEgan,RT @ReallyAmerican1: Retweet this new @JoeBiden ad far and wide. https://t.co/IiZYrNyUyd,,2,89
wcoolbreeze, Protestors yelled “WE HOPE THEY DIE!” and blocked the entrance and exit to the emergency room for the 2 LA sheriff’s de…,,2693,2831
mechura_stevens,RT @DPWIMM: @realDonaldTrump China question for Donald Trump: Will Ivanka be building her voting machines and caskets here in the United St…,,46,61
tjnosweat, Will Biden get a telepromptor at the debates too? 🤣,,190,57
midtownstory,@BenjaminPDixon Kamala Harriss says she supports Biden. Tara Reed says Biden Raped her. Guess it matters who the Rapist is !! .. Go figure 🥺,,0,20
deeth_jim,Former New York City Mayor Michael Bloomberg is committing at least $100 million to help Joe Biden’s presidential c… https://t.co/5anTcBdBHY,,19323,20033
CMargaronisII, @ThePlumLineGS Here's what active troops are saying about Trump &amp; Biden in new poll -w/officers w/ stronger negative attitude…,,292,821
GovSherazKhan," ""Donald Trump believes that he should be the ruler -- the dictator of the USA."" 

President Trump's former attorney Michael Cohen…",,501,56
mscarolynbliss,"RT @SRuhle: Wondering where all the @MikeBloomberg Bucks supporting @JoeBiden are?
HERE 👇👇
https://t.co/PRJl5kt8o5",,621,934
JaimeABurbano," When we win I, as your President, will totally forgive ALL deferred payroll taxes with money from the General Fund. I…",,4214,5007
ajstarrulez_as, I’ve yet to meet anyone who worked alongside Donald Trump who doesn’t believe he is a rapist. @realDonaldTrump,,2015,2040
JollyMollyRoger,@Claudiababyg @akvawe66 @HeatherLC74 @RallsDar @jacketrose86 @ken_plance @Mgaytan7 @cookiem89151957 @dpann1234… https://t.co/brAAbGLPG6,,12583,12579
jewbaby57,"RT @AustinHL1: @JackPosobiec Biden only stops and says ""look"" when he's confused. https://t.co/DcV9TDsguY",,9809,10659
TNMyRuby1," Instead of blaming Trump for California wildfires, @KamalaHarris should immediately condemn the rioters, looters and ba…",,2538,3667
jrdnburnett,Anything that happened prior to 2020 is Obama's fault. Anything happening now is somehow... Biden's fault?… https://t.co/J0YUQfg1mJ,,119,342
InaCarolCross4," We need to flip every damn seat in the House of Representatives &amp; the Senate to Republican come November.

#Trump winning isn…",['Trump'],1692,2052
